threshold,300,600,1200,2400
0.5,0.6006,0.60135,0.5991,0.59536
0.6,0.60359,0.60509,0.60135,0.59536
0.7,0.60583,0.60583,0.60209,0.59536
0.8,0.60658,0.60658,0.60135,0.59536
0.9,0.60808,0.60733,0.60209,0.59536
1,0.60808,0.60733,0.60209,0.59536
